pm2.5,pm10,no,no2,co,nox,ozone,timestamp,benzene,eth_benzene,toluene,mp_xylene
22.87,63.3,6.95,19.73,1.44,16.14,,2024-08-08 21:15:00,2.01,0.61,3.47,1.0
24.24,67.83,7.46,21.16,1.53,17.31,,2024-08-08 21:30:00,2.12,0.64,3.66,1.05
24.24,67.83,7.47,21.19,1.55,17.34,,2024-08-08 21:45:00,2.16,0.65,3.73,1.07
24.24,67.83,8.07,22.91,1.64,18.74,,2024-08-08 22:00:00,,,,
23.51,65.45,8.92,25.33,1.8,20.72,,2024-08-08 22:15:00,2.45,0.74,4.23,1.22
21.04,57.51,7.68,21.8,1.62,17.83,,2024-08-08 22:30:00,2.18,0.66,3.76,1.09
21.04,57.51,8.48,24.06,1.77,19.69,,2024-08-08 22:45:00,2.34,0.71,4.04,1.16
21.04,57.51,0.9,2.57,0.29,2.1,,2024-08-08 23:00:00,,,,
21.44,59.05,1.96,5.56,0.45,4.55,,2024-08-08 23:15:00,0.93,0.28,1.6,0.46
22.78,63.14,4.74,13.46,0.96,11.01,,2024-08-08 23:30:00,1.46,0.44,2.52,0.73
22.78,63.14,3.34,9.49,0.68,7.76,,2024-08-09 00:00:00,1.2,0.36,2.06,0.59
22.81,63.25,2.53,7.19,0.52,5.88,,2024-08-09 00:15:00,0.93,0.28,1.6,0.46
22.92,63.57,1.22,3.46,0.65,2.83,,2024-08-09 00:30:00,1.41,0.42,2.43,0.7
22.92,63.57,4.78,13.56,1.0,11.09,,2024-08-09 00:45:00,1.59,0.48,2.74,0.79
22.92,63.57,4.11,11.66,0.83,9.54,,2024-08-09 01:00:00,1.5,0.45,2.58,0.75
21.26,58.18,4.98,14.13,1.03,11.56,,2024-08-09 01:15:00,1.55,0.47,2.67,0.77
16.13,41.69,5.18,14.69,1.03,12.02,,2024-08-09 01:30:00,1.54,0.46,2.65,0.76
16.13,41.69,5.92,16.79,1.17,13.74,,2024-08-09 01:45:00,1.59,0.48,2.74,0.79
16.13,41.69,6.01,17.04,1.26,13.94,,2024-08-09 02:00:00,1.85,0.56,3.19,0.92
17.71,46.2,6.32,17.94,1.3,14.67,,2024-08-09 02:15:00,1.87,0.56,3.23,0.93
22.59,62.53,6.12,17.36,1.25,14.2,,2024-08-09 02:30:00,1.81,0.55,3.12,0.9
22.59,62.53,3.7,10.51,0.73,8.59,,2024-08-09 02:45:00,1.16,0.35,1.99,0.57
22.59,62.53,4.6,13.05,1.1,10.68,,2024-08-09 03:00:00,1.91,0.58,3.3,0.95
20.79,56.45,3.26,9.26,0.62,7.58,,2024-08-09 03:15:00,1.22,0.37,2.1,0.61
15.58,39.89,1.59,4.52,0.29,3.69,,2024-08-09 03:30:00,0.79,0.23,1.35,0.39
15.58,39.89,1.55,4.4,0.32,3.6,,2024-08-09 03:45:00,0.72,0.21,1.23,0.36
15.58,39.89,0.92,2.61,0.1,2.14,,2024-08-09 04:00:00,0.48,0.14,0.83,0.24
15.13,38.54,0.78,2.22,0.1,1.82,,2024-08-09 04:15:00,0.52,0.15,0.89,0.26
13.66,33.72,,,0.0,0.0,,2024-08-09 04:30:00,0.34,0.1,0.58,0.17
13.66,33.72,,,0.0,0.0,,2024-08-09 04:45:00,0.34,0.1,0.58,0.17
13.66,33.72,4.35,12.34,0.82,10.09,,2024-08-09 05:00:00,1.44,0.43,2.47,0.71
14.77,35.96,4.74,13.44,1.01,10.99,,2024-08-09 05:15:00,1.61,0.48,2.77,0.8
18.09,48.02,5.36,15.2,1.25,12.44,,2024-08-09 05:30:00,1.77,0.53,3.05,0.88
18.09,48.02,7.07,20.06,1.42,16.41,,2024-08-09 05:45:00,2.03,0.61,3.51,1.01
18.09,48.02,8.15,23.14,1.73,18.93,,2024-08-09 06:00:00,2.42,0.73,4.18,1.2
17.33,45.85,9.99,28.35,2.09,23.19,,2024-08-09 06:15:00,2.88,0.87,4.96,1.43
14.69,37.03,10.55,29.92,2.15,24.48,,2024-08-09 06:30:00,2.86,0.86,4.93,1.42
14.69,37.03,9.53,27.05,1.91,22.13,,2024-08-09 06:45:00,2.58,0.78,4.45,1.28
14.69,37.03,7.18,20.36,1.52,16.66,,2024-08-09 07:00:00,2.11,0.64,3.64,1.05
14.88,37.26,7.68,21.8,1.57,17.83,,2024-08-09 07:15:00,2.18,0.66,3.75,1.08
15.72,40.35,8.56,24.3,1.5,19.88,,2024-08-09 07:30:00,1.82,0.55,3.13,0.9
15.72,40.35,5.51,15.63,1.12,12.79,,2024-08-09 07:45:00,1.7,0.51,2.92,0.84
15.72,40.35,3.1,8.79,0.69,7.19,,2024-08-09 08:00:00,1.47,0.44,2.53,0.73
15.42,39.31,0.22,0.62,0.01,0.51,,2024-08-09 08:15:00,0.34,0.1,0.58,0.17
14.26,35.66,0.34,0.97,0.06,0.8,3.47,2024-08-09 08:30:00,0.58,0.17,1.0,0.29
14.26,35.66,,,0.01,0.0,6.18,2024-08-09 08:45:00,0.37,0.11,0.63,0.18
14.26,35.66,3.17,9.01,0.75,7.37,11.93,2024-08-09 09:00:00,,,,
13.91,33.53,12.71,36.07,2.99,29.51,9.46,2024-08-09 09:15:00,2.98,0.9,5.14,1.48
11.44,26.55,15.99,45.39,3.22,37.13,3.86,2024-08-09 09:30:00,4.15,1.26,7.15,2.06
11.44,26.55,17.1,48.52,3.46,39.7,6.54,2024-08-09 09:45:00,4.68,1.42,8.07,2.32
11.44,26.55,16.94,48.07,3.48,39.32,7.31,2024-08-09 10:00:00,4.43,1.34,7.63,2.2
11.31,26.09,15.77,44.75,3.19,36.61,11.1,2024-08-09 10:15:00,4.06,1.23,7.0,2.02
10.7,24.16,15.31,43.43,3.18,35.54,12.38,2024-08-09 10:30:00,4.04,1.22,6.96,2.0
10.7,24.16,14.38,40.8,2.93,33.38,15.95,2024-08-09 10:45:00,3.77,1.14,6.51,1.87
10.7,24.16,6.55,18.6,1.35,15.22,14.21,2024-08-09 11:00:00,1.9,0.57,3.28,0.95
10.56,23.98,5.98,16.97,1.29,13.88,12.66,2024-08-09 11:15:00,,,,
9.87,21.49,5.09,14.45,1.05,11.82,12.77,2024-08-09 11:30:00,1.55,0.47,2.66,0.77
9.87,21.49,5.0,14.19,1.06,11.61,14.41,2024-08-09 11:45:00,1.52,0.46,2.61,0.75
9.87,21.49,6.14,17.42,1.32,14.25,14.51,2024-08-09 12:00:00,2.11,0.64,3.64,1.05
9.56,20.58,7.6,21.56,1.55,17.64,16.37,2024-08-09 12:15:00,2.15,0.65,3.7,1.07
8.5,17.06,7.01,19.88,1.42,16.27,16.46,2024-08-09 12:30:00,2.01,0.61,3.46,1.0
8.5,17.06,6.48,18.4,1.3,15.05,13.24,2024-08-09 12:45:00,1.86,0.56,3.21,0.93
8.5,17.06,5.69,16.14,1.05,13.2,14.56,2024-08-09 13:00:00,1.46,0.44,2.51,0.72
8.56,17.21,4.06,11.52,0.85,9.43,14.64,2024-08-09 13:15:00,1.44,0.43,2.47,0.71
8.76,17.91,1.05,2.99,0.36,2.44,18.92,2024-08-09 13:30:00,0.66,0.2,1.14,0.33
8.76,17.91,,,0.0,0.0,19.63,2024-08-09 13:45:00,0.34,0.1,0.58,0.17
8.76,17.91,4.09,11.61,0.78,9.5,17.43,2024-08-09 14:00:00,1.02,0.31,1.75,0.51
8.55,17.15,4.79,13.59,1.29,11.12,17.83,2024-08-09 14:15:00,1.95,0.59,3.36,0.97
7.73,14.57,7.15,20.3,1.44,16.61,16.82,2024-08-09 14:30:00,2.07,0.63,3.57,1.03
7.73,14.57,6.65,18.88,1.35,15.45,18.04,2024-08-09 14:45:00,1.94,0.58,3.34,0.96
7.73,14.57,4.77,13.55,1.07,11.08,15.09,2024-08-09 15:00:00,1.55,0.47,2.67,0.77
8.08,15.63,5.15,14.62,1.05,11.96,15.66,2024-08-09 15:15:00,1.55,0.47,2.66,0.77
9.38,19.91,5.32,15.1,1.08,12.35,15.23,2024-08-09 15:30:00,1.63,0.49,2.81,0.81
9.38,19.91,5.43,15.4,1.12,12.6,14.07,2024-08-09 15:45:00,1.54,0.46,2.65,0.76
9.38,19.91,5.66,16.06,1.16,13.14,19.89,2024-08-09 16:00:00,1.61,0.49,2.78,0.8
9.15,19.11,6.23,17.67,1.29,14.46,17.58,2024-08-09 16:15:00,1.88,0.57,3.23,0.93
8.19,16.06,5.59,15.86,1.13,12.97,20.48,2024-08-09 16:30:00,1.65,0.5,2.84,0.82
8.19,16.06,4.77,13.53,1.0,11.07,17.55,2024-08-09 16:45:00,1.54,0.46,2.65,0.76
8.19,16.06,3.11,8.84,1.04,7.23,15.32,2024-08-09 17:00:00,1.61,0.48,2.77,0.8
8.02,15.48,5.63,15.96,1.14,13.06,19.65,2024-08-09 17:15:00,1.7,0.51,2.93,0.84
7.38,13.46,5.1,14.48,1.06,11.85,18.23,2024-08-09 17:30:00,1.58,0.48,2.72,0.79
7.38,13.46,5.63,15.96,1.14,13.06,16.24,2024-08-09 17:45:00,1.68,0.51,2.9,0.84
7.38,13.46,5.02,14.26,1.06,11.66,14.77,2024-08-09 18:00:00,1.53,0.46,2.64,0.76
7.86,14.84,4.68,13.28,0.88,10.86,10.94,2024-08-09 18:15:00,1.36,0.41,2.33,0.67
9.55,20.46,4.09,11.61,0.8,9.5,11.74,2024-08-09 18:30:00,1.3,0.39,2.23,0.64
9.55,20.46,3.88,11.01,0.89,9.01,6.98,2024-08-09 18:45:00,1.27,0.38,2.19,0.63
9.55,20.46,7.71,21.89,1.63,17.91,4.01,2024-08-09 19:00:00,,,,
9.5,20.27,8.32,23.61,1.65,19.32,1.89,2024-08-09 19:15:00,2.28,0.69,3.94,1.13
9.31,19.68,7.59,21.54,1.53,17.62,4.34,2024-08-09 19:30:00,2.15,0.65,3.7,1.07
9.31,19.68,6.51,18.47,1.36,15.11,8.51,2024-08-09 19:45:00,1.85,0.56,3.19,0.92
9.31,19.68,6.8,19.3,1.36,15.79,10.06,2024-08-09 20:00:00,1.98,0.6,3.41,0.98
8.95,18.7,7.29,20.69,1.54,16.92,5.43,2024-08-09 20:15:00,2.02,0.61,3.47,1.0
7.81,14.85,8.7,24.68,1.8,20.19,0.22,2024-08-09 20:30:00,2.42,0.73,4.17,1.2
7.81,14.85,8.42,23.9,1.68,19.55,0.03,2024-08-09 20:45:00,2.32,0.7,4.0,1.15
7.81,14.85,5.96,16.92,1.13,13.84,1.1,2024-08-09 21:00:00,1.77,0.53,3.05,0.88
8.14,15.81,,,1.31,,0.4,2024-08-09 21:15:00,1.92,0.58,3.31,0.95
9.22,19.4,6.49,18.41,1.35,15.07,1.64,2024-08-09 21:30:00,1.9,0.57,3.27,0.94
9.22,19.4,6.71,19.04,1.35,15.57,1.93,2024-08-09 21:45:00,2.01,0.61,3.47,1.0
9.22,19.4,7.58,21.51,1.53,17.6,0.33,2024-08-09 22:00:00,2.16,0.65,3.72,1.07
10.43,22.92,8.78,24.93,1.77,20.39,,2024-08-09 22:15:00,2.51,0.76,4.32,1.24
15.05,38.21,9.57,27.14,1.91,22.21,,2024-08-09 22:30:00,2.54,0.77,4.37,1.26
15.05,38.21,8.92,25.3,1.7,20.7,,2024-08-09 22:45:00,2.26,0.68,3.9,1.12
15.05,38.21,5.31,15.08,1.04,12.34,1.93,2024-08-09 23:00:00,,,,
15.59,39.99,4.78,13.56,0.99,11.1,9.36,2024-08-09 23:15:00,1.51,0.46,2.6,0.75
17.36,45.64,4.5,12.78,0.89,10.45,11.31,2024-08-09 23:30:00,1.38,0.41,2.37,0.68
17.36,45.64,8.42,23.9,1.78,19.56,0.73,2024-08-10 00:00:00,2.52,0.76,4.34,1.25
16.91,43.9,9.11,25.86,1.89,21.16,,2024-08-10 00:15:00,2.58,0.78,4.44,1.28
15.14,38.48,9.08,25.76,1.84,21.08,,2024-08-10 00:30:00,2.48,0.75,4.27,1.23
15.14,38.48,8.42,23.9,1.72,19.55,,2024-08-10 00:45:00,2.37,0.72,4.09,1.18
15.14,38.48,6.2,17.59,1.16,14.39,,2024-08-10 01:00:00,1.74,0.52,2.99,0.86
14.65,37.04,6.26,17.76,1.11,14.53,,2024-08-10 01:15:00,1.62,0.49,2.79,0.8
13.02,31.65,5.3,15.04,1.09,12.3,,2024-08-10 01:30:00,1.64,0.5,2.83,0.82
13.02,31.65,5.3,15.05,1.08,12.31,,2024-08-10 01:45:00,1.61,0.49,2.77,0.8
13.02,31.65,5.29,15.02,1.06,12.29,,2024-08-10 02:00:00,1.63,0.49,2.8,0.81
13.58,33.46,5.91,16.78,1.2,13.73,,2024-08-10 02:15:00,1.83,0.55,3.15,0.91
15.43,39.41,6.19,17.58,1.27,14.38,,2024-08-10 02:30:00,1.85,0.56,3.19,0.92
15.43,39.41,6.95,19.71,1.41,16.13,,2024-08-10 02:45:00,2.04,0.61,3.51,1.01
15.43,39.41,5.73,16.27,1.1,13.31,0.02,2024-08-10 03:00:00,1.51,0.45,2.6,0.75
14.49,36.01,5.28,14.99,1.02,12.27,0.01,2024-08-10 03:15:00,1.56,0.47,2.68,0.77
10.85,24.65,4.28,12.15,0.88,9.94,0.16,2024-08-10 03:30:00,1.41,0.42,2.42,0.7
10.85,24.65,4.43,12.58,0.9,10.29,1.28,2024-08-10 03:45:00,1.4,0.42,2.41,0.69
10.85,24.65,4.93,14.0,0.98,11.45,0.53,2024-08-10 04:00:00,1.45,0.44,2.5,0.72
10.33,23.31,5.7,16.18,1.2,13.24,1.55,2024-08-10 04:15:00,1.73,0.52,2.99,0.86
8.69,17.67,5.73,16.26,1.19,13.3,0.34,2024-08-10 04:30:00,1.69,0.51,2.9,0.84
8.69,17.67,6.09,17.29,1.24,14.14,1.09,2024-08-10 04:45:00,1.83,0.55,3.16,0.91
8.69,17.67,5.07,14.39,0.98,11.77,,2024-08-10 05:00:00,1.47,0.44,2.54,0.73
8.55,17.1,4.88,13.85,1.03,11.33,,2024-08-10 05:15:00,1.57,0.47,2.71,0.78
8.0,15.44,5.0,14.18,0.99,11.6,,2024-08-10 05:30:00,1.49,0.45,2.56,0.74
8.0,15.44,4.33,12.3,0.95,10.06,,2024-08-10 05:45:00,1.41,0.43,2.43,0.7
8.0,15.44,5.42,15.37,1.09,12.58,0.5,2024-08-10 06:00:00,1.69,0.51,2.91,0.84
7.88,15.1,4.7,13.33,1.02,10.9,0.4,2024-08-10 06:15:00,1.54,0.46,2.65,0.76
7.5,13.83,3.28,9.31,0.89,7.62,0.07,2024-08-10 06:30:00,1.33,0.4,2.29,0.66
7.5,13.83,3.47,9.84,0.69,8.05,,2024-08-10 06:45:00,1.19,0.36,2.06,0.59
7.5,13.83,,,1.08,,0.94,2024-08-10 07:00:00,1.72,0.52,2.97,0.86
9.09,19.49,6.27,17.78,1.29,14.55,0.33,2024-08-10 07:15:00,1.94,0.58,3.34,0.96
14.8,37.4,5.84,16.59,1.22,13.57,1.63,2024-08-10 07:30:00,1.79,0.54,3.08,0.89
14.8,37.4,5.33,15.12,1.05,12.37,4.82,2024-08-10 07:45:00,1.58,0.48,2.73,0.79
14.8,37.4,4.32,12.27,0.9,10.04,6.55,2024-08-10 08:00:00,1.37,0.41,2.36,0.68
13.79,34.34,4.9,13.89,1.02,11.37,6.93,2024-08-10 08:15:00,1.55,0.47,2.68,0.77
10.28,22.81,5.73,16.27,1.12,13.31,10.01,2024-08-10 08:30:00,1.61,0.49,2.77,0.8
10.28,22.81,5.69,16.15,1.19,13.21,9.37,2024-08-10 08:45:00,1.81,0.55,3.12,0.9
10.28,22.81,6.49,18.41,1.11,15.06,8.94,2024-08-10 09:00:00,,,,
10.46,23.38,6.45,18.29,1.29,14.96,9.78,2024-08-10 09:15:00,1.88,0.57,3.24,0.93
11.09,25.41,6.32,17.94,1.32,14.68,12.83,2024-08-10 09:30:00,1.87,0.57,3.23,0.93
11.09,25.41,6.33,17.98,1.3,14.71,14.06,2024-08-10 09:45:00,1.93,0.58,3.32,0.96
11.09,25.41,6.28,17.82,1.34,14.58,15.89,2024-08-10 10:00:00,1.89,0.57,3.26,0.94
10.71,23.69,6.03,17.1,1.21,13.99,18.38,2024-08-10 10:15:00,1.76,0.53,3.04,0.88
9.09,18.97,5.63,15.98,1.17,13.08,19.49,2024-08-10 10:30:00,1.81,0.55,3.12,0.9
9.09,18.97,6.73,19.11,1.42,15.63,19.27,2024-08-10 10:45:00,2.03,0.61,3.49,1.01
9.09,18.97,3.57,10.14,1.08,8.3,16.28,2024-08-10 11:00:00,1.75,0.53,3.01,0.87
8.83,18.17,4.73,13.43,1.0,10.99,18.89,2024-08-10 11:15:00,1.47,0.44,2.53,0.73
7.89,15.09,5.73,16.27,1.19,13.31,22.5,2024-08-10 11:30:00,1.76,0.53,3.04,0.88
7.89,15.09,5.56,15.79,1.15,12.92,21.57,2024-08-10 11:45:00,1.72,0.52,2.97,0.86
7.89,15.09,5.59,15.86,1.14,12.97,19.39,2024-08-10 12:00:00,1.69,0.51,2.91,0.84
8.24,16.29,5.77,16.38,1.16,13.4,17.29,2024-08-10 12:15:00,1.67,0.5,2.88,0.83
9.64,20.73,5.11,14.51,1.07,11.87,13.24,2024-08-10 12:30:00,1.61,0.48,2.77,0.8
9.64,20.73,6.04,17.13,1.24,14.02,10.21,2024-08-10 12:45:00,1.88,0.57,3.24,0.93
9.64,20.73,5.15,14.62,1.08,11.96,5.38,2024-08-10 13:00:00,,,,
9.61,20.67,5.54,15.72,1.17,12.86,9.46,2024-08-10 13:15:00,1.7,0.51,2.92,0.84
9.54,20.41,5.7,16.17,1.18,13.23,11.63,2024-08-10 13:30:00,1.71,0.52,2.95,0.85
9.54,20.41,5.79,16.44,1.11,13.45,15.18,2024-08-10 13:45:00,1.65,0.5,2.83,0.82
9.54,20.41,4.92,13.96,1.02,11.42,21.83,2024-08-10 14:00:00,1.54,0.46,2.65,0.76
9.21,19.2,4.9,13.91,1.02,11.38,20.91,2024-08-10 14:15:00,1.49,0.45,2.56,0.74
8.35,16.57,5.13,14.57,1.07,11.92,21.05,2024-08-10 14:30:00,1.49,0.45,2.56,0.74
8.35,16.57,4.25,12.05,0.93,9.86,20.86,2024-08-10 14:45:00,1.32,0.4,2.26,0.65
8.35,16.57,7.26,20.6,1.41,16.86,18.54,2024-08-10 15:00:00,2.11,0.64,3.63,1.05
8.17,15.91,7.68,21.79,1.58,17.83,15.31,2024-08-10 15:15:00,2.17,0.66,3.74,1.08
7.6,14.16,6.57,18.64,1.4,15.25,19.17,2024-08-10 15:30:00,1.96,0.59,3.38,0.97
7.6,14.16,6.94,19.68,1.4,16.1,20.79,2024-08-10 15:45:00,2.04,0.61,3.51,1.01
7.6,14.16,6.94,19.69,1.45,16.11,22.06,2024-08-10 16:00:00,2.01,0.61,3.46,1.0
7.5,13.77,6.92,19.65,1.42,16.07,22.09,2024-08-10 16:15:00,1.95,0.59,3.36,0.97
7.16,12.74,7.31,20.76,1.46,16.98,16.81,2024-08-10 16:30:00,2.11,0.64,3.64,1.05
7.16,12.74,6.73,19.11,1.44,15.63,18.21,2024-08-10 16:45:00,2.03,0.61,3.5,1.01
7.16,12.74,5.46,15.48,1.11,12.67,17.12,2024-08-10 17:00:00,1.65,0.5,2.84,0.82
7.25,12.99,4.39,12.46,0.95,10.2,18.73,2024-08-10 17:15:00,1.45,0.44,2.5,0.72
7.51,13.87,4.48,12.71,0.89,10.4,19.47,2024-08-10 17:30:00,1.39,0.42,2.4,0.69
7.51,13.87,4.87,13.83,0.92,11.32,18.03,2024-08-10 17:45:00,1.41,0.42,2.43,0.7
7.51,13.87,4.84,13.72,0.97,11.23,15.45,2024-08-10 18:00:00,1.47,0.44,2.54,0.73
7.89,14.7,5.54,15.72,1.39,12.86,11.94,2024-08-10 18:15:00,2.35,0.71,4.05,1.17
9.01,18.71,8.83,25.05,1.79,20.49,7.0,2024-08-10 18:30:00,2.13,0.64,3.67,1.06
9.01,18.71,6.01,17.06,1.21,13.96,5.18,2024-08-10 18:45:00,1.77,0.53,3.05,0.88
9.01,18.71,4.33,12.28,1.23,10.04,3.54,2024-08-10 19:00:00,1.6,0.48,2.76,0.8
9.58,20.87,7.27,20.62,1.44,16.87,0.1,2024-08-10 19:15:00,2.08,0.63,3.58,1.03
11.52,26.82,6.81,19.34,1.37,15.82,0.09,2024-08-10 19:30:00,2.02,0.61,3.48,1.0
11.52,26.82,7.24,20.55,1.39,16.81,,2024-08-10 19:45:00,2.0,0.6,3.44,0.99
11.52,26.82,6.95,19.74,1.51,16.15,0.1,2024-08-10 20:00:00,2.06,0.62,3.55,1.02
12.47,29.34,6.22,17.66,1.29,14.45,0.33,2024-08-10 20:15:00,1.82,0.55,3.14,0.9
15.49,39.61,7.36,20.88,1.5,17.09,0.02,2024-08-10 20:30:00,2.05,0.62,3.54,1.02
15.49,39.61,8.7,24.69,1.75,20.2,,2024-08-10 20:45:00,2.36,0.71,4.07,1.17
15.49,39.61,8.8,24.96,1.71,20.42,,2024-08-10 21:00:00,2.37,0.72,4.09,1.18
15.92,40.49,8.15,23.13,1.65,18.92,,2024-08-10 21:15:00,2.29,0.69,3.94,1.14
17.28,45.39,8.59,24.37,1.75,19.93,,2024-08-10 21:30:00,,,,
17.28,45.39,8.51,24.16,1.74,19.76,,2024-08-10 21:45:00,2.46,0.74,4.23,1.22
17.28,45.39,8.13,23.06,1.71,18.87,,2024-08-10 22:00:00,2.35,0.71,4.05,1.17
17.4,45.77,9.29,26.35,2.04,21.56,0.01,2024-08-10 22:15:00,2.95,0.89,5.08,1.46
17.94,47.52,11.5,32.64,2.33,26.7,2.57,2024-08-10 22:30:00,3.1,0.94,5.35,1.54
17.94,47.52,10.3,29.23,2.22,23.92,8.94,2024-08-10 22:45:00,2.9,0.88,4.99,1.44
17.94,47.52,5.24,14.87,1.09,12.17,8.38,2024-08-10 23:00:00,1.64,0.49,2.83,0.82
17.46,46.63,4.65,13.2,1.03,10.8,6.46,2024-08-10 23:15:00,1.49,0.45,2.57,0.74
15.5,39.66,4.43,12.57,0.91,10.28,6.44,2024-08-10 23:30:00,1.39,0.42,2.39,0.69
15.5,39.66,5.04,14.31,1.0,11.71,4.53,2024-08-11 00:00:00,1.57,0.47,2.71,0.78
14.7,36.96,5.19,14.73,1.05,12.05,3.69,2024-08-11 00:15:00,1.55,0.47,2.68,0.77
11.37,26.33,5.43,15.42,1.09,12.61,2.26,2024-08-11 00:30:00,,,,
11.37,26.33,6.74,19.14,1.32,15.66,0.18,2024-08-11 00:45:00,1.87,0.56,3.22,0.93
11.37,26.33,4.05,11.49,0.99,9.4,,2024-08-11 01:00:00,1.51,0.45,2.6,0.75
11.0,25.37,6.75,19.17,1.47,15.68,,2024-08-11 01:15:00,2.41,0.73,4.14,1.19
9.77,21.15,8.86,25.14,1.77,20.57,,2024-08-11 01:30:00,2.5,0.76,4.31,1.24
9.77,21.15,9.2,26.11,1.9,21.36,0.03,2024-08-11 01:45:00,2.56,0.77,4.42,1.27
9.77,21.15,8.77,24.89,1.74,20.36,0.95,2024-08-11 02:00:00,2.39,0.72,4.11,1.18
9.5,20.23,7.96,22.6,1.61,18.49,6.92,2024-08-11 02:15:00,2.24,0.68,3.87,1.11
8.47,16.98,7.8,22.15,1.62,18.12,5.84,2024-08-11 02:30:00,2.23,0.67,3.84,1.11
8.47,16.98,8.35,23.68,1.71,19.38,3.64,2024-08-11 02:45:00,2.41,0.73,4.16,1.2
8.47,16.98,5.47,15.51,1.12,12.69,2.01,2024-08-11 03:00:00,1.66,0.5,2.87,0.83
8.48,17.0,5.31,15.07,1.11,12.33,7.45,2024-08-11 03:15:00,1.65,0.5,2.84,0.82
8.5,17.06,4.93,14.0,1.06,11.46,5.83,2024-08-11 03:30:00,1.62,0.49,2.79,0.8
8.5,17.06,6.28,17.81,1.26,14.57,2.13,2024-08-11 03:45:00,1.84,0.55,3.16,0.91
8.5,17.06,6.47,18.35,1.31,15.02,0.98,2024-08-11 04:00:00,1.88,0.57,3.24,0.94
8.34,16.65,6.57,18.64,1.34,15.25,0.29,2024-08-11 04:15:00,1.9,0.57,3.27,0.94
7.79,14.76,6.54,18.55,1.33,15.17,,2024-08-11 04:30:00,1.92,0.58,3.3,0.95
7.79,14.76,7.02,19.92,1.44,16.3,,2024-08-11 04:45:00,2.0,0.6,3.45,0.99
7.79,14.76,4.55,12.91,0.99,10.56,,2024-08-11 05:00:00,,,,
7.59,14.09,5.05,14.34,1.05,11.73,,2024-08-11 05:15:00,1.59,0.48,2.73,0.79
6.88,11.86,5.73,16.25,1.15,13.3,,2024-08-11 05:30:00,1.65,0.5,2.84,0.82
6.88,11.86,3.68,10.45,0.9,8.55,,2024-08-11 05:45:00,1.05,0.32,1.81,0.52
6.88,11.86,3.48,9.86,0.7,8.07,,2024-08-11 06:00:00,1.26,0.38,2.16,0.62
7.64,14.21,12.57,35.67,1.76,29.18,,2024-08-11 06:15:00,2.2,0.66,3.79,1.09
10.12,22.3,13.54,38.42,2.71,31.43,,2024-08-11 06:30:00,3.72,1.13,6.42,1.85
10.12,22.3,13.47,38.23,2.7,31.28,,2024-08-11 06:45:00,3.48,1.05,6.0,1.73
10.12,22.3,5.98,16.97,1.25,13.88,0.51,2024-08-11 07:00:00,1.83,0.55,3.15,0.91
11.38,26.64,5.95,16.87,1.24,13.8,2.88,2024-08-11 07:15:00,1.77,0.53,3.06,0.88
15.7,40.3,5.9,16.75,1.12,13.71,3.82,2024-08-11 07:30:00,1.77,0.53,3.04,0.88
15.7,40.3,6.79,19.28,1.41,15.77,4.35,2024-08-11 07:45:00,1.92,0.58,3.3,0.95
15.7,40.3,5.83,16.54,1.23,13.53,7.52,2024-08-11 08:00:00,1.86,0.56,3.2,0.92
15.83,40.61,5.43,15.42,1.11,12.62,8.68,2024-08-11 08:15:00,1.63,0.49,2.8,0.81
16.26,42.08,5.71,16.19,1.14,13.25,11.39,2024-08-11 08:30:00,1.7,0.51,2.93,0.85
16.26,42.08,6.01,17.05,1.2,13.95,14.85,2024-08-11 08:45:00,1.78,0.54,3.06,0.88
16.26,42.08,4.61,13.09,0.87,10.71,16.62,2024-08-11 09:00:00,1.42,0.43,2.45,0.71
15.26,38.14,6.88,19.52,1.59,15.97,18.29,2024-08-11 09:15:00,2.26,0.68,3.9,1.12
11.36,26.3,,,1.75,,19.16,2024-08-11 09:30:00,2.43,0.73,4.18,1.2
11.36,26.3,8.82,25.02,1.85,20.47,18.94,2024-08-11 09:45:00,2.5,0.75,4.3,1.24
11.36,26.3,9.38,26.63,1.88,21.79,16.89,2024-08-11 10:00:00,2.55,0.77,4.4,1.27
10.97,24.71,9.93,28.17,2.0,23.05,18.27,2024-08-11 10:15:00,2.71,0.82,4.67,1.34
9.14,19.13,9.74,27.64,1.98,22.61,18.64,2024-08-11 10:30:00,2.67,0.81,4.6,1.33
9.14,19.13,9.69,27.48,2.0,22.48,18.83,2024-08-11 10:45:00,2.69,0.81,4.63,1.33
9.14,19.13,6.24,17.71,1.25,14.49,21.31,2024-08-11 11:00:00,1.8,0.54,3.1,0.89
8.84,18.13,5.29,15.0,1.07,12.27,24.21,2024-08-11 11:15:00,1.6,0.48,2.76,0.8
7.58,14.11,5.06,14.36,1.0,11.75,24.44,2024-08-11 11:30:00,1.53,0.46,2.63,0.76
7.58,14.11,5.45,15.48,1.14,12.66,20.26,2024-08-11 11:45:00,1.66,0.5,2.85,0.82
7.58,14.11,5.61,15.91,1.1,13.02,22.55,2024-08-11 12:00:00,1.62,0.49,2.79,0.81
7.85,14.7,5.86,16.62,1.19,13.6,20.7,2024-08-11 12:15:00,1.78,0.54,3.07,0.89
8.83,18.13,6.68,18.96,1.36,15.51,17.66,2024-08-11 12:30:00,1.95,0.59,3.36,0.97
8.83,18.13,6.47,18.35,1.29,15.01,17.7,2024-08-11 12:45:00,1.84,0.55,3.17,0.91
