pm2.5,pm10,no,no2,co,nox,ozone,timestamp,benzene,eth_benzene,toluene,mp_xylene,xylene
13.98,39.57,18.24,20.34,0.61,25.65,12.57,2024-07-21 01:00:00,,,,,
13.98,39.57,23.0,20.99,0.66,29.86,11.59,2024-07-21 01:15:00,,,,,
11.78,33.5,19.38,19.87,0.67,26.33,11.42,2024-07-21 01:30:00,,,,,
8.52,23.2,14.13,19.26,0.55,21.73,11.2,2024-07-21 01:45:00,,,,,
8.52,23.2,18.05,20.24,0.4,25.44,11.34,2024-07-21 02:00:00,,,,,
8.52,23.2,19.45,20.54,0.47,26.74,11.46,2024-07-21 02:15:00,,,,,
7.91,21.17,14.48,18.9,0.31,21.83,11.82,2024-07-21 02:30:00,,,,,
6.81,18.07,14.28,19.06,0.19,21.75,11.93,2024-07-21 02:45:00,,,,,
6.81,18.07,13.04,18.85,0.12,20.63,11.87,2024-07-21 03:00:00,,,,,
6.81,18.07,14.32,19.92,0.09,22.24,12.0,2024-07-21 03:15:00,,,,,
6.54,17.36,16.91,20.18,0.12,24.49,12.33,2024-07-21 03:30:00,,,,,
6.1,15.94,22.77,21.03,0.16,29.7,11.86,2024-07-21 03:45:00,,,,,
6.1,15.94,19.0,20.96,0.11,26.59,11.71,2024-07-21 04:00:00,,,,,
6.1,15.94,28.65,22.35,0.07,35.18,11.58,2024-07-21 04:15:00,,,,,
5.62,14.45,29.6,21.73,0.07,35.62,10.53,2024-07-21 04:30:00,,,,,
4.96,12.54,30.66,24.41,0.06,37.91,9.83,2024-07-21 04:45:00,,,,,
4.96,12.54,30.52,22.11,0.2,36.57,11.23,2024-07-21 05:00:00,,,,,
4.96,12.54,21.24,20.15,0.25,27.99,10.43,2024-07-21 05:15:00,,,,,
7.48,19.27,38.59,21.47,0.46,42.79,11.11,2024-07-21 05:30:00,,,,,
11.78,32.99,39.84,22.4,0.71,44.31,11.05,2024-07-21 05:45:00,,,,,
11.78,32.99,20.5,19.69,0.41,27.14,11.74,2024-07-21 06:00:00,,,,,
11.78,32.99,11.23,17.59,0.35,18.49,11.86,2024-07-21 06:15:00,,,,,
12.55,34.91,15.91,17.54,0.33,22.26,11.55,2024-07-21 06:30:00,,,,,
14.01,39.66,20.33,19.17,0.47,26.72,11.3,2024-07-21 06:45:00,,,,,
14.01,39.66,12.92,18.79,0.5,20.5,11.42,2024-07-21 07:00:00,,,,,
14.01,39.66,18.82,19.75,0.64,25.81,11.32,2024-07-21 07:15:00,,,,,
11.92,33.54,9.31,17.64,0.39,16.95,11.35,2024-07-21 07:30:00,,,,,
8.32,22.61,11.3,17.93,0.54,18.72,12.03,2024-07-21 07:45:00,,,,,
8.32,22.61,22.94,20.6,0.92,29.61,11.37,2024-07-21 08:00:00,,,,,
8.32,22.61,21.1,20.43,0.98,28.02,11.3,2024-07-21 08:15:00,,,,,
8.77,24.06,28.25,22.34,1.13,34.86,11.99,2024-07-21 08:30:00,,,,,
9.66,26.63,23.41,23.12,1.22,31.33,11.41,2024-07-21 08:45:00,,,,,
9.66,26.63,17.09,20.4,0.66,24.75,11.49,2024-07-21 09:00:00,,,,,
9.66,26.63,10.4,18.67,0.58,18.39,10.92,2024-07-21 09:15:00,,,,,
10.48,29.2,23.04,21.26,1.34,30.05,12.41,2024-07-21 09:30:00,,,,,
11.66,32.61,30.3,24.27,1.53,37.54,11.73,2024-07-21 09:45:00,,,,,
11.66,32.61,29.9,24.05,1.5,37.1,12.11,2024-07-21 10:00:00,,,,,
11.66,32.61,23.51,23.44,1.0,31.58,12.19,2024-07-21 10:15:00,,,,,
12.1,33.89,20.6,21.89,1.01,28.39,11.84,2024-07-21 10:30:00,,,,,
12.87,36.26,21.79,24.45,1.27,30.72,11.61,2024-07-21 10:45:00,,,,,
12.87,36.26,31.3,23.98,1.56,38.2,11.22,2024-07-21 11:00:00,,,,,
12.87,36.26,32.52,24.27,1.44,39.35,11.04,2024-07-21 11:15:00,,,,,
15.14,42.27,32.81,24.38,1.58,39.65,11.78,2024-07-21 11:30:00,,,,,
18.74,53.85,25.75,23.66,1.44,33.52,11.99,2024-07-21 11:45:00,,,,,
18.74,53.85,30.17,24.79,1.5,37.72,12.04,2024-07-21 12:00:00,,,,,
18.74,53.85,25.06,22.58,1.36,32.38,10.6,2024-07-21 12:15:00,,,,,
17.94,51.4,30.83,25.04,1.68,38.38,12.34,2024-07-21 12:30:00,,,,,
16.72,47.8,29.65,24.42,1.55,37.1,11.46,2024-07-21 12:45:00,,,,,
16.72,47.8,28.67,23.34,1.58,35.72,11.77,2024-07-21 13:00:00,,,,,
16.72,47.8,24.48,23.53,1.39,32.42,11.6,2024-07-21 13:15:00,,,,,
16.68,47.7,28.92,23.24,1.29,35.88,11.53,2024-07-21 13:30:00,,,,,
16.62,47.52,27.82,22.9,1.44,34.8,11.99,2024-07-21 13:45:00,,,,,
16.62,47.52,32.87,23.36,1.68,39.15,10.38,2024-07-21 14:00:00,,,,,
16.62,47.52,22.6,21.77,1.28,29.96,11.27,2024-07-21 14:15:00,,,,,
15.79,45.63,27.44,22.73,1.48,34.4,11.2,2024-07-21 14:30:00,,,,,
14.33,40.65,24.8,23.93,1.24,32.89,11.19,2024-07-21 14:45:00,,,,,
14.33,40.65,19.07,21.39,1.08,26.88,11.76,2024-07-21 15:00:00,,,,,
14.33,40.65,26.42,24.3,1.55,34.41,11.72,2024-07-21 15:15:00,,,,,
14.45,41.06,22.83,22.53,1.41,30.54,11.91,2024-07-21 15:30:00,,,,,
14.73,41.84,20.21,21.21,1.25,27.71,12.07,2024-07-21 15:45:00,,,,,
14.73,41.84,23.5,22.78,1.66,31.23,11.83,2024-07-21 16:00:00,,,,,
14.73,41.84,26.7,20.79,1.72,32.77,11.61,2024-07-21 16:15:00,,,,,
13.83,39.15,21.88,20.68,1.75,28.79,11.61,2024-07-21 16:30:00,,,,,
12.28,34.49,27.39,22.59,1.79,34.28,11.21,2024-07-21 16:45:00,,,,,
12.28,34.49,25.54,23.92,1.87,33.49,11.48,2024-07-21 17:00:00,,,,,
12.28,34.49,17.81,20.52,1.49,25.4,11.62,2024-07-21 17:15:00,,,,,
13.71,39.62,37.51,25.57,2.44,44.1,11.73,2024-07-21 17:30:00,,,,,
16.4,46.86,19.05,21.15,1.3,26.74,11.83,2024-07-21 17:45:00,,,,,
16.4,46.86,21.2,22.92,1.93,29.43,11.77,2024-07-21 18:00:00,,,,,
16.4,46.86,17.92,20.04,1.39,25.23,11.63,2024-07-21 18:15:00,,,,,
14.51,42.16,19.14,21.25,1.57,26.87,11.75,2024-07-21 18:30:00,,,,,
11.65,32.59,19.63,19.2,1.53,26.17,11.64,2024-07-21 18:45:00,,,,,
11.65,32.59,21.55,20.86,1.36,28.62,11.29,2024-07-21 19:00:00,,,,,
11.65,32.59,11.17,17.79,1.12,18.55,11.3,2024-07-21 19:15:00,,,,,
10.46,28.88,20.61,19.19,1.66,26.97,10.69,2024-07-21 19:30:00,,,,,
8.36,22.71,16.01,18.72,1.27,22.98,11.93,2024-07-21 19:45:00,,,,,
8.36,22.71,13.48,18.56,0.98,20.83,11.44,2024-07-21 20:00:00,,,,,
8.36,22.71,12.75,17.32,0.99,19.57,12.35,2024-07-21 20:15:00,,,,,
7.81,20.98,15.73,17.95,1.2,22.33,11.46,2024-07-21 20:30:00,,,,,
6.88,18.29,13.18,18.14,0.77,20.36,11.29,2024-07-21 20:45:00,,,,,
6.88,18.29,12.69,18.94,0.97,20.39,11.22,2024-07-21 21:00:00,,,,,
6.88,18.29,13.36,19.37,0.97,21.17,11.86,2024-07-21 21:15:00,,,,,
8.19,22.5,10.13,18.42,0.74,18.03,11.78,2024-07-21 21:30:00,,,,,
10.51,29.17,38.6,22.26,1.74,43.22,11.41,2024-07-21 21:45:00,,,,,
10.51,29.17,29.01,24.81,1.49,36.79,11.9,2024-07-21 22:00:00,,,,,
10.51,29.17,26.07,22.01,1.19,32.9,10.47,2024-07-21 22:15:00,,,,,
11.36,32.23,19.14,20.79,0.99,26.62,11.52,2024-07-21 22:30:00,,,,,
13.27,37.47,22.76,22.32,0.99,30.38,11.16,2024-07-21 22:45:00,,,,,
13.27,37.47,18.2,21.16,0.88,26.05,10.78,2024-07-21 23:00:00,,,,,
13.27,37.47,17.17,19.7,0.78,24.44,10.81,2024-07-21 23:15:00,,,,,
11.42,31.32,14.49,19.53,0.84,22.17,10.71,2024-07-21 23:30:00,,,,,
8.12,22.01,7.73,16.87,0.7,15.26,10.81,2024-07-22 00:00:00,,,,,
8.12,22.01,10.55,17.97,0.76,18.14,11.04,2024-07-22 00:15:00,,,,,
7.54,20.21,13.72,19.29,0.68,21.42,10.76,2024-07-22 00:30:00,,,,,
6.51,17.17,21.1,20.69,0.76,28.16,10.84,2024-07-22 00:45:00,,,,,
6.51,17.17,24.3,23.0,0.84,31.99,10.89,2024-07-22 01:00:00,,,,,
6.51,17.17,16.6,20.06,0.65,24.17,10.89,2024-07-22 01:15:00,,,,,
7.63,19.96,11.56,18.07,0.65,19.01,11.06,2024-07-22 01:30:00,,,,,
9.3,25.54,20.6,19.08,0.7,26.9,10.96,2024-07-22 01:45:00,,,,,
9.3,25.54,17.76,19.75,0.65,24.95,11.04,2024-07-22 02:00:00,,,,,
9.3,25.54,12.41,17.74,0.58,19.52,11.26,2024-07-22 02:15:00,,,,,
8.46,22.86,10.2,15.76,0.48,16.68,10.2,2024-07-22 02:30:00,,,,,
7.06,18.81,7.57,15.67,0.53,14.49,10.73,2024-07-22 02:45:00,,,,,
7.06,18.81,16.81,17.23,0.62,22.83,10.82,2024-07-22 03:00:00,,,,,
7.06,18.81,21.08,19.2,0.7,27.35,10.68,2024-07-22 03:15:00,,,,,
7.54,20.41,18.54,18.72,0.59,25.03,10.91,2024-07-22 03:30:00,,,,,
8.4,22.85,30.77,19.95,0.79,35.63,11.53,2024-07-22 03:45:00,,,,,
8.4,22.85,17.92,19.15,0.58,24.75,11.05,2024-07-22 04:00:00,,,,,
8.4,22.85,12.01,17.13,0.51,18.88,10.92,2024-07-22 04:15:00,,,,,
8.47,23.06,15.59,17.39,0.56,21.92,10.14,2024-07-22 04:30:00,,,,,
8.58,23.39,32.55,19.8,0.76,37.0,10.0,2024-07-22 04:45:00,,,,,
8.58,23.39,26.37,19.85,0.82,32.0,10.35,2024-07-22 05:00:00,,,,,
8.58,23.39,16.34,18.44,0.71,23.09,12.27,2024-07-22 05:15:00,,,,,
7.77,20.79,11.03,16.85,0.62,17.93,11.69,2024-07-22 05:30:00,,,,,
6.07,15.85,24.1,18.81,0.8,29.6,11.59,2024-07-22 05:45:00,,,,,
6.07,15.85,26.64,20.37,0.9,32.49,11.12,2024-07-22 06:00:00,,,,,
6.07,15.85,15.1,19.15,0.73,22.46,10.99,2024-07-22 06:15:00,,,,,
6.72,17.46,20.37,20.09,0.95,27.25,10.91,2024-07-22 06:30:00,,,,,
8.67,23.65,13.84,18.79,0.76,21.25,11.28,2024-07-22 06:45:00,,,,,
8.67,23.65,21.37,18.99,0.98,27.47,,2024-07-22 07:00:00,,,,,
8.67,23.65,12.53,18.08,0.67,19.81,,2024-07-22 07:15:00,,,,,
7.87,21.82,10.08,18.38,0.8,17.97,,2024-07-22 07:30:00,,,,,
6.56,17.32,11.46,19.02,0.82,19.43,,2024-07-22 07:45:00,,,,,
6.56,17.32,18.72,19.55,1.02,25.62,,2024-07-22 08:00:00,,,,,
6.56,17.32,30.15,19.93,1.71,35.11,,2024-07-22 08:15:00,,,,,
6.62,17.5,22.8,20.35,1.55,29.36,,2024-07-22 08:30:00,,,,,
6.71,17.78,21.93,19.45,1.83,28.18,,2024-07-22 08:45:00,,,,,
6.71,17.78,23.24,19.74,2.29,29.4,,2024-07-22 09:00:00,,,,,
6.71,17.78,52.74,23.69,4.6,55.48,,2024-07-22 09:15:00,,,,,
7.42,19.94,64.7,24.18,4.79,65.46,,2024-07-22 09:30:00,,,,,
8.67,23.65,51.23,24.0,4.13,54.41,,2024-07-22 09:45:00,,,,,
8.67,23.65,35.35,22.91,2.33,40.92,,2024-07-22 10:00:00,,,,,
8.67,23.65,59.55,23.97,3.3,61.17,,2024-07-22 10:15:00,,,,,
7.91,21.46,49.72,25.26,2.4,53.86,,2024-07-22 10:30:00,,,,,
6.53,17.24,39.94,23.55,1.86,45.0,,2024-07-22 10:45:00,,,,,
6.53,17.24,37.53,22.47,2.2,42.46,,2024-07-22 11:00:00,,,,,
6.53,17.24,48.83,25.61,2.7,53.32,,2024-07-22 11:15:00,,,,,
6.0,15.71,50.87,26.24,3.28,55.32,,2024-07-22 11:30:00,,,,,
5.06,12.82,78.47,27.69,4.21,78.53,,2024-07-22 11:45:00,,,,,
5.06,12.82,56.55,27.62,3.04,60.66,,2024-07-22 12:00:00,,,,,
5.06,12.82,45.95,24.63,2.41,50.46,,2024-07-22 12:15:00,,,,,
5.64,14.47,32.64,22.73,1.71,38.63,,2024-07-22 12:30:00,,,,,
6.61,17.46,47.27,23.99,2.0,51.19,,2024-07-22 12:45:00,,,,,
6.61,17.46,35.81,24.18,1.76,41.98,,2024-07-22 13:00:00,,,,,
6.61,17.46,43.36,23.16,1.87,47.57,,2024-07-22 13:15:00,,,,,
6.71,17.88,33.37,22.76,1.68,39.23,,2024-07-22 13:30:00,,,,,
6.89,18.33,33.91,23.72,1.65,40.19,,2024-07-22 13:45:00,,,,,
6.89,18.33,26.8,22.67,1.58,33.85,,2024-07-22 14:00:00,,,,,
6.89,18.33,37.63,24.99,1.79,43.89,,2024-07-22 14:15:00,,,,,
7.81,20.77,39.24,23.27,1.69,44.28,,2024-07-22 14:30:00,,,,,
9.25,25.38,35.4,23.47,1.85,41.27,,2024-07-22 14:45:00,,,,,
9.25,25.38,52.47,25.38,2.07,56.16,,2024-07-22 15:00:00,,,,,
9.25,25.38,47.43,26.14,2.0,52.46,,2024-07-22 15:15:00,,,,,
8.95,24.48,48.49,24.05,2.13,52.22,,2024-07-22 15:30:00,,,,,
8.4,22.83,37.16,23.32,1.53,42.61,,2024-07-22 15:45:00,,,,,
8.4,22.83,37.12,23.84,1.77,42.86,,2024-07-22 16:00:00,,,,,
8.4,22.83,42.17,23.34,1.91,46.69,,2024-07-22 16:15:00,,,,,
10.11,27.9,28.55,22.48,1.59,35.17,,2024-07-22 16:30:00,,,,,
13.09,36.91,40.28,23.31,2.23,45.15,,2024-07-22 16:45:00,,,,,
13.09,36.91,45.42,24.44,2.27,49.93,,2024-07-22 17:00:00,,,,,
13.09,36.91,38.85,21.49,2.01,43.01,,2024-07-22 17:15:00,,,,,
12.89,36.28,31.63,21.05,1.87,36.91,,2024-07-22 17:30:00,,,,,
12.53,35.24,33.51,20.65,1.88,38.23,,2024-07-22 17:45:00,,,,,
12.53,35.24,32.33,22.41,2.19,38.21,,2024-07-22 18:00:00,,,,,
12.53,35.24,22.45,20.37,1.99,29.08,,2024-07-22 18:15:00,,,,,
11.48,32.5,22.46,20.22,1.43,29.02,,2024-07-22 18:30:00,,,,,
9.79,27.03,23.28,20.25,1.68,29.7,,2024-07-22 18:45:00,,,,,
9.79,27.03,26.88,20.02,1.63,32.5,,2024-07-22 19:00:00,,,,,
9.79,27.03,19.41,19.05,1.34,25.92,,2024-07-22 19:15:00,,,,,
9.07,24.47,18.45,18.33,1.16,24.75,,2024-07-22 19:30:00,,,,,
7.71,20.77,24.19,19.52,1.94,30.05,,2024-07-22 19:45:00,,,,,
7.71,20.77,23.35,19.72,1.84,29.47,,2024-07-22 20:00:00,,,,,
7.71,20.77,18.02,19.5,1.32,25.02,,2024-07-22 20:15:00,,,,,
7.34,19.7,30.43,20.23,1.9,35.5,,2024-07-22 20:30:00,,,,,
6.7,17.75,43.6,22.03,2.2,47.16,,2024-07-22 20:45:00,,,,,
6.7,17.75,23.13,20.57,1.27,29.74,,2024-07-22 21:00:00,,,,,
6.7,17.75,19.61,19.95,1.22,26.56,,2024-07-22 21:15:00,,,,,
7.01,18.75,29.1,20.02,1.44,34.31,,2024-07-22 21:30:00,,,,,
7.52,20.19,16.97,18.78,0.83,23.79,,2024-07-22 21:45:00,,,,,
7.52,20.19,13.68,18.5,0.95,20.96,,2024-07-22 22:00:00,,,,,
7.52,20.19,35.72,20.67,1.53,40.03,,2024-07-22 22:15:00,,,,,
6.67,17.68,35.59,21.77,1.38,40.52,,2024-07-22 22:30:00,,,,,
5.27,13.45,38.39,22.05,1.21,42.94,,2024-07-22 22:45:00,,,,,
5.27,13.45,32.73,21.49,1.15,38.04,,2024-07-22 23:00:00,,,,,
5.27,13.45,28.63,20.58,1.0,34.23,,2024-07-22 23:15:00,,,,,
5.59,14.11,21.47,20.16,0.96,28.18,,2024-07-22 23:30:00,,,,,
6.16,16.12,26.87,21.1,1.03,33.07,,2024-07-23 00:00:00,,,,,
6.16,16.12,26.71,21.8,0.88,33.31,,2024-07-23 00:15:00,,,,,
5.9,15.42,21.41,20.97,0.84,28.57,,2024-07-23 00:30:00,,,,,
5.47,14.05,40.01,20.8,0.98,43.6,,2024-07-23 00:45:00,,,,,
5.47,14.05,28.85,20.91,0.78,34.58,,2024-07-23 01:00:00,,,,,
5.47,14.05,18.64,20.9,0.66,26.27,,2024-07-23 01:15:00,,,,,
6.22,16.3,12.61,18.88,0.67,20.29,,2024-07-23 01:30:00,,,,,
7.42,19.9,19.45,19.91,0.74,26.4,,2024-07-23 01:45:00,,,,,
7.42,19.9,15.46,18.7,0.61,22.52,,2024-07-23 02:00:00,,,,,
7.42,19.9,13.77,18.16,0.69,20.85,,2024-07-23 02:15:00,,,,,
6.67,17.63,13.03,18.14,0.64,20.24,,2024-07-23 02:30:00,,,,,
5.52,14.19,14.59,18.39,0.72,21.64,,2024-07-23 02:45:00,,,,,
5.52,14.19,21.74,20.81,0.67,28.74,,2024-07-23 03:00:00,,,,,
5.52,14.19,27.7,20.29,0.75,33.31,,2024-07-23 03:15:00,,,,,
6.67,17.41,22.11,18.56,0.75,27.85,,2024-07-23 03:30:00,,,,,
8.53,23.25,19.07,18.15,0.65,25.16,,2024-07-23 03:45:00,,,,,
8.53,23.25,14.35,18.12,0.61,21.3,,2024-07-23 04:00:00,,,,,
8.53,23.25,27.53,19.11,0.81,32.54,,2024-07-23 04:15:00,,,,,
7.59,20.39,25.36,19.48,0.74,30.98,,2024-07-23 04:30:00,,,,,
6.03,15.72,19.67,18.49,0.66,25.83,,2024-07-23 04:45:00,,,,,
6.03,15.72,21.97,17.89,0.65,27.38,,2024-07-23 05:00:00,,,,,
6.03,15.72,44.17,19.13,0.93,46.09,,2024-07-23 05:15:00,,,,,
5.54,14.03,31.96,19.45,0.81,36.33,,2024-07-23 05:30:00,,,,,
4.64,11.57,18.43,18.67,0.74,24.92,,2024-07-23 05:45:00,,,,,
4.64,11.57,33.12,20.27,1.06,37.71,,2024-07-23 06:00:00,,,,,
4.64,11.57,25.87,19.59,0.97,31.45,,2024-07-23 06:15:00,,,,,
5.26,13.57,27.38,20.35,0.9,33.09,,2024-07-23 06:30:00,,,,,
6.3,16.54,15.56,18.82,0.69,22.66,,2024-07-23 06:45:00,,,,,
6.3,16.54,28.41,21.07,1.11,34.3,,2024-07-23 07:00:00,,,,,
6.3,16.54,21.16,20.36,1.06,28.03,,2024-07-23 07:15:00,,,,,
6.88,17.95,29.04,19.98,1.37,34.24,,2024-07-23 07:30:00,,,,,
8.03,21.72,25.02,20.95,1.25,31.48,,2024-07-23 07:45:00,,,,,
8.03,21.72,30.66,20.4,1.32,35.78,,2024-07-23 08:00:00,,,,,
8.03,21.72,33.13,20.73,1.38,37.96,,2024-07-23 08:15:00,,,,,
7.19,19.05,17.26,20.64,1.1,25.01,,2024-07-23 08:30:00,,,,,
5.69,14.72,26.74,21.8,2.03,33.34,,2024-07-23 08:45:00,,,,,
5.69,14.72,12.97,20.02,1.22,21.19,,2024-07-23 09:00:00,,,,,
5.69,14.72,12.59,19.85,0.97,20.8,,2024-07-23 09:15:00,,,,,
6.26,16.74,9.81,19.94,0.93,18.58,,2024-07-23 09:30:00,,,,,
7.33,19.64,24.75,21.75,1.81,31.69,,2024-07-23 09:45:00,,,,,
7.33,19.64,28.11,21.94,1.52,34.52,,2024-07-23 10:00:00,,,,,
7.33,19.64,47.21,21.78,2.65,49.97,,2024-07-23 10:15:00,,,,,
7.42,19.89,36.69,22.67,2.08,41.88,,2024-07-23 10:30:00,,,,,
7.56,20.33,65.35,27.05,3.18,67.51,,2024-07-23 10:45:00,,,,,
7.56,20.33,44.83,24.93,2.32,49.7,,2024-07-23 11:00:00,,,,,
7.56,20.33,33.39,24.64,1.94,40.25,,2024-07-23 11:15:00,,,,,
8.27,22.26,20.2,21.41,1.5,27.81,,2024-07-23 11:30:00,,,,,
9.47,26.06,24.38,21.95,1.75,31.5,,2024-07-23 11:45:00,,,,,
9.47,26.06,30.31,22.56,1.95,36.64,,2024-07-23 12:00:00,,,,,
9.47,26.06,32.84,24.51,1.92,39.74,,2024-07-23 12:15:00,,,,,
8.76,23.97,50.96,25.87,2.13,55.19,,2024-07-23 12:30:00,,,,,
7.63,20.52,45.7,23.14,2.35,49.46,,2024-07-23 12:45:00,,,,,
7.63,20.52,39.06,24.2,2.06,44.63,,2024-07-23 13:00:00,,,,,
7.63,20.52,39.44,22.24,1.71,43.89,,2024-07-23 13:15:00,,,,,
7.99,21.69,29.32,20.96,1.59,34.99,,2024-07-23 13:30:00,,,,,
8.59,23.42,18.87,20.26,1.21,26.09,,2024-07-23 13:45:00,,,,,
8.59,23.42,22.71,20.14,1.39,29.18,,2024-07-23 14:00:00,,,,,
8.59,23.42,30.43,21.05,1.81,35.93,,2024-07-23 14:15:00,,,,,
8.17,22.1,29.73,21.43,1.57,35.57,,2024-07-23 14:30:00,,,,,
7.41,19.86,38.29,22.66,1.58,43.18,,2024-07-23 14:45:00,,,,,
7.41,19.86,24.33,21.03,1.15,30.97,,2024-07-23 15:00:00,,,,,
7.41,19.86,29.43,21.42,1.5,35.32,,2024-07-23 15:15:00,,,,,
6.63,17.8,26.12,20.19,1.4,31.98,,2024-07-23 15:30:00,,,,,
5.19,13.22,20.72,19.81,1.35,27.38,,2024-07-23 15:45:00,,,,,
5.19,13.22,39.6,21.83,2.18,43.81,,2024-07-23 16:00:00,,,,,
5.19,13.22,29.37,21.4,1.44,35.26,,2024-07-23 16:15:00,,,,,
5.04,12.78,22.18,20.06,1.23,28.71,,2024-07-23 16:30:00,,,,,
4.8,12.05,21.05,21.0,1.34,28.28,,2024-07-23 16:45:00,,,,,
4.8,12.05,26.11,22.89,1.61,33.41,,2024-07-23 17:00:00,,,,,
4.8,12.05,26.93,21.06,1.96,33.09,,2024-07-23 17:15:00,,,,,
4.43,10.95,30.25,22.0,1.62,36.3,,2024-07-23 17:30:00,,,,,
3.8,9.03,31.03,22.16,1.86,37.01,,2024-07-23 17:45:00,,,,,
3.8,9.03,39.64,22.18,2.18,44.02,,2024-07-23 18:00:00,,,,,
3.8,9.03,21.31,20.52,1.21,28.24,,2024-07-23 18:15:00,,,,,
5.19,13.23,14.43,20.26,1.18,22.51,,2024-07-23 18:30:00,,,,,
7.4,19.83,12.51,19.98,1.12,20.8,,2024-07-23 18:45:00,,,,,
7.4,19.83,11.64,19.68,1.26,19.93,,2024-07-23 19:00:00,,,,,
7.4,19.83,11.0,18.95,1.03,19.02,,2024-07-23 19:15:00,,,,,
7.88,21.27,16.12,19.22,1.38,23.33,,2024-07-23 19:30:00,,,,,
8.71,23.78,20.15,19.54,1.59,26.78,,2024-07-23 19:45:00,,,,,
8.71,23.78,16.3,19.12,1.33,23.42,,2024-07-23 20:00:00,,,,,
8.71,23.78,14.63,18.89,1.16,21.94,,2024-07-23 20:15:00,,,,,
7.93,21.33,14.21,18.01,1.22,21.13,,2024-07-23 20:30:00,,,,,
6.57,17.34,18.81,19.55,1.41,25.69,,2024-07-23 20:45:00,,,,,
6.57,17.34,18.7,20.28,1.44,25.99,,2024-07-23 21:00:00,,,,,
6.57,17.34,23.27,20.76,1.59,29.96,,2024-07-23 21:15:00,,,,,
7.54,20.3,25.89,22.1,1.26,32.8,,2024-07-23 21:30:00,,,,,
9.15,25.09,13.78,20.58,0.92,22.15,,2024-07-23 21:45:00,,,,,
9.15,25.09,40.77,22.79,1.56,45.27,,2024-07-23 22:00:00,,,,,
9.15,25.09,23.03,20.14,0.79,29.44,,2024-07-23 22:15:00,,,,,
7.91,21.65,11.65,18.92,0.6,19.54,,2024-07-23 22:30:00,,,,,
5.92,15.39,31.76,19.27,1.08,36.07,,2024-07-23 22:45:00,,,,,
5.92,15.39,27.85,20.75,0.89,33.68,,2024-07-23 23:00:00,,,,,
5.92,15.39,14.76,19.72,0.37,22.49,,2024-07-23 23:15:00,,,,,
5.35,13.8,41.84,21.0,0.77,45.19,,2024-07-23 23:30:00,,,,,
4.45,10.98,26.39,21.66,0.46,32.97,,2024-07-24 00:00:00,,,,,
4.45,10.98,25.69,20.69,0.4,31.89,,2024-07-24 00:15:00,,,,,
4.83,12.26,16.42,19.21,0.26,23.57,,2024-07-24 00:30:00,,,,,
5.56,14.32,16.46,19.33,0.2,23.66,,2024-07-24 00:45:00,,,,,
5.56,14.32,23.18,20.62,0.17,29.81,,2024-07-24 01:00:00,,,,,
5.56,14.32,15.96,19.27,0.13,23.23,,2024-07-24 01:15:00,,,,,
5.96,15.5,18.85,18.39,0.08,25.11,,2024-07-24 01:30:00,,,,,
6.61,17.48,24.18,19.37,0.05,29.96,,2024-07-24 01:45:00,,,,,
6.61,17.48,23.56,19.84,0.05,29.71,,2024-07-24 02:00:00,,,,,
6.61,17.48,20.74,19.34,0.03,27.15,,2024-07-24 02:15:00,,,,,
5.88,15.34,21.56,20.12,0.03,28.23,,2024-07-24 02:30:00,,,,,
4.68,11.69,20.86,20.2,0.03,27.7,,2024-07-24 02:45:00,,,,,
4.68,11.69,22.51,19.98,0.01,28.93,,2024-07-24 03:00:00,,,,,
4.68,11.69,21.46,20.18,0.03,28.18,,2024-07-24 03:15:00,,,,,
4.3,10.58,19.91,19.89,0.02,26.77,,2024-07-24 03:30:00,,,,,
3.64,8.56,18.47,19.1,0.01,25.17,,2024-07-24 03:45:00,,,,,
3.64,8.56,17.24,18.76,0.69,24.0,,2024-07-24 04:00:00,,,,,
3.64,8.56,23.94,18.62,0.78,29.37,,2024-07-24 04:15:00,,,,,
3.57,8.36,23.25,18.96,0.66,28.98,,2024-07-24 04:30:00,,,,,
3.45,8.0,25.32,20.05,0.61,31.26,,2024-07-24 04:45:00,,,,,
3.45,8.0,28.01,20.22,0.54,33.53,,2024-07-24 05:00:00,,,,,
3.45,8.0,32.59,20.84,0.53,37.59,,2024-07-24 05:15:00,,,,,
3.94,9.51,44.0,23.06,0.64,48.03,,2024-07-24 05:30:00,,,,,
4.72,11.79,33.05,22.4,0.6,38.79,,2024-07-24 05:45:00,,,,,
4.72,11.79,31.69,21.78,0.62,37.34,,2024-07-24 06:00:00,,,,,
4.72,11.79,21.77,20.32,0.41,28.51,,2024-07-24 06:15:00,,,,,
4.48,11.07,13.84,18.55,0.51,21.12,,2024-07-24 06:30:00,,,,,
4.07,9.85,16.02,18.04,0.42,22.62,,2024-07-24 06:45:00,,,,,
4.07,9.85,28.31,21.64,0.71,34.53,,2024-07-24 07:00:00,,,,,
4.07,9.85,29.42,21.31,0.64,35.25,,2024-07-24 07:15:00,,,,,
5.48,13.7,23.36,20.38,0.56,29.84,,2024-07-24 07:30:00,,,,,
7.54,20.27,16.88,19.57,0.28,24.13,,2024-07-24 07:45:00,,,,,
7.54,20.27,19.49,20.53,0.59,26.77,,2024-07-24 08:00:00,,,,,
7.54,20.27,49.25,22.81,1.65,52.17,,2024-07-24 08:15:00,,,,,
6.69,17.91,44.4,22.09,2.24,47.85,,2024-07-24 08:30:00,,,,,
