pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,vws,wd,bp,timestamp,nh3,benzene,eth_benzene,toluene,mp_xylene
75.48,132.63,2.73,7.53,11.33,0.41,6.21,9.41,26.13,,0.26,0.04,89.74,759.06,2024-02-02 01:15:00,6.18,0.12,,0.21,
75.48,132.63,2.72,7.02,10.98,0.4,5.93,10.58,26.19,,0.35,0.04,140.43,758.99,2024-02-02 01:30:00,6.23,0.11,,0.21,
75.48,132.63,2.59,6.88,11.13,0.39,5.75,12.4,26.07,,0.36,0.04,149.21,758.16,2024-02-02 01:45:00,6.83,0.11,,0.2,
74.81,131.45,2.67,6.61,10.15,0.38,5.67,12.52,26.03,,0.28,0.04,80.87,757.98,2024-02-02 02:00:00,7.25,0.11,,0.21,
60.4,106.07,2.76,6.38,9.11,0.36,5.62,11.14,25.77,,0.37,0.04,13.3,757.36,2024-02-02 02:15:00,7.33,0.12,,0.22,
60.4,106.07,2.7,6.31,8.32,0.34,5.54,10.28,25.71,,0.39,0.04,34.32,757.0,2024-02-02 02:30:00,6.78,0.12,,0.22,
60.4,106.07,2.57,6.41,7.73,0.33,5.48,10.5,25.81,,0.38,0.04,37.76,756.97,2024-02-02 02:45:00,6.22,0.11,,0.2,
60.63,106.48,2.43,6.73,6.75,0.36,5.54,11.1,25.85,,0.39,0.04,45.89,756.44,2024-02-02 03:00:00,5.9,0.11,,0.2,
65.58,115.18,2.3,6.66,5.96,0.35,5.4,11.68,25.93,,0.35,0.04,51.03,756.0,2024-02-02 03:15:00,5.77,0.11,,0.19,
65.58,115.18,2.27,6.2,5.54,0.32,5.13,11.78,26.04,,0.25,0.04,90.61,755.81,2024-02-02 03:30:00,5.84,0.11,,0.19,
65.58,115.18,2.28,6.26,4.72,0.32,5.17,11.45,26.12,,0.31,0.04,68.96,755.71,2024-02-02 03:45:00,5.97,0.11,,0.18,
65.15,114.43,2.48,6.33,3.81,0.33,5.37,10.76,26.08,,0.33,0.04,75.36,755.57,2024-02-02 04:00:00,6.02,0.11,,0.18,
55.95,98.22,2.64,6.48,3.31,0.36,5.58,10.54,26.01,,0.36,0.04,75.77,755.87,2024-02-02 04:15:00,5.96,0.12,,0.18,
55.95,98.22,2.54,6.76,2.63,0.38,5.65,10.16,25.92,,0.36,0.04,83.19,755.73,2024-02-02 04:30:00,5.97,0.12,,0.19,
55.95,98.22,2.55,6.86,2.6,0.37,5.71,9.42,25.84,,0.29,0.04,56.57,755.81,2024-02-02 04:45:00,5.98,0.11,,0.19,
56.24,98.73,2.57,6.98,2.6,0.41,5.79,9.15,25.79,,0.35,0.04,40.11,756.14,2024-02-02 05:00:00,5.99,0.11,,0.2,
62.47,109.71,2.96,7.51,2.6,0.47,6.39,7.75,25.72,,0.35,0.04,39.76,756.91,2024-02-02 05:15:00,5.84,0.12,,0.2,
62.47,109.71,7.71,3.46,2.6,0.5,8.1,7.6,25.66,,0.34,0.04,61.65,757.0,2024-02-02 05:30:00,5.93,0.11,,0.21,
62.47,109.71,7.44,4.27,2.6,0.66,8.31,7.9,25.62,,0.37,0.04,56.63,757.6,2024-02-02 05:45:00,6.02,0.11,,0.21,
62.33,109.47,6.44,5.45,2.6,0.55,8.12,7.8,25.59,,0.38,0.04,89.92,758.0,2024-02-02 06:00:00,6.57,0.12,,0.21,
59.43,104.36,3.45,7.61,2.6,0.54,6.84,9.16,25.65,,0.35,0.04,84.49,758.56,2024-02-02 06:15:00,6.89,0.11,,0.23,
59.43,104.36,3.09,7.93,2.6,0.53,6.72,8.65,25.68,,0.34,0.04,46.93,759.23,2024-02-02 06:30:00,7.04,0.12,,0.25,
59.43,104.36,3.11,7.68,2.6,0.5,6.6,7.64,25.62,,0.37,0.04,49.47,759.97,2024-02-02 06:45:00,6.75,0.12,,0.25,
59.69,104.82,7.11,5.15,2.6,0.55,8.5,5.45,25.55,,0.37,0.04,27.53,761.0,2024-02-02 07:00:00,6.03,0.11,,0.25,
65.34,114.77,12.92,0.97,2.6,0.64,11.01,3.56,25.53,,0.4,0.04,11.9,761.63,2024-02-02 07:15:00,5.45,0.12,,0.24,
65.34,114.77,13.18,0.68,3.27,0.6,11.06,3.21,25.68,,0.4,0.04,20.05,762.29,2024-02-02 07:30:00,5.46,0.12,,0.26,
40.24,70.84,11.02,1.1,3.79,0.65,9.54,1.67,26.07,,0.37,0.04,38.52,763.49,2024-02-02 07:45:00,5.84,0.12,,0.28,0.01
36.78,64.78,8.26,3.26,3.77,0.63,8.44,2.67,26.34,,0.28,0.04,31.24,764.41,2024-02-02 08:00:00,6.29,0.12,,0.3,0.01
24.7,43.51,5.82,5.94,4.29,0.57,7.88,6.52,26.91,,0.16,0.04,92.7,765.0,2024-02-02 08:15:00,6.41,0.12,,0.59,0.01
24.7,43.51,5.36,7.0,3.98,0.54,8.07,9.96,27.2,98.49,0.15,0.04,89.8,765.84,2024-02-02 08:30:00,6.09,0.13,,0.6,0.01
24.7,43.51,5.25,7.14,3.99,0.62,8.05,10.52,27.73,95.54,0.23,0.04,116.98,766.1,2024-02-02 08:45:00,5.91,0.13,,0.49,
25.02,44.06,4.92,7.12,4.85,0.64,7.78,11.23,28.42,91.15,0.23,0.04,106.91,766.98,2024-02-02 09:00:00,5.93,0.12,,0.23,
31.8,56.01,3.55,7.01,5.12,0.6,6.61,5.99,28.74,88.95,0.28,0.04,129.27,767.46,2024-02-02 09:15:00,6.06,0.12,,0.24,0.01
31.8,56.01,2.81,7.08,5.19,0.59,6.04,7.64,28.51,90.1,0.34,0.04,110.39,767.98,2024-02-02 09:30:00,6.23,0.12,,0.28,0.01
31.8,56.01,2.96,7.88,5.15,0.59,6.58,12.8,28.62,89.02,0.23,0.04,119.6,768.0,2024-02-02 09:45:00,6.42,0.12,,0.61,0.01
31.5,55.48,3.47,7.38,5.31,0.5,6.74,18.87,29.16,83.65,0.38,0.04,143.25,767.83,2024-02-02 10:00:00,6.2,0.12,,0.6,0.01
25.08,44.17,3.37,7.25,6.07,0.5,6.58,19.36,29.99,79.09,0.33,0.04,158.04,767.26,2024-02-02 10:15:00,6.27,0.12,,0.42,0.01
25.08,44.17,2.78,6.52,7.97,0.44,5.72,26.09,29.76,78.77,0.39,0.04,143.54,766.72,2024-02-02 10:30:00,7.11,0.12,,0.22,
25.08,44.17,2.68,6.38,10.09,0.41,5.56,27.65,30.18,75.2,0.34,0.04,154.78,765.94,2024-02-02 10:45:00,7.98,0.12,,0.24,
24.74,43.58,3.36,6.9,12.8,0.43,6.39,28.57,30.55,72.39,0.27,0.04,159.45,764.93,2024-02-02 11:00:00,8.1,0.12,,0.25,
17.55,30.92,3.59,7.08,15.06,0.4,6.67,29.91,30.58,71.15,0.31,0.04,206.43,763.9,2024-02-02 11:15:00,7.22,0.12,,0.26,
17.55,30.92,3.37,7.32,16.52,0.44,6.63,31.17,30.48,71.78,0.22,0.04,237.43,762.77,2024-02-02 11:30:00,6.63,0.11,,0.25,
17.55,30.92,2.97,7.11,16.62,0.42,6.18,35.42,30.82,68.61,0.19,0.04,192.93,762.03,2024-02-02 11:45:00,6.35,0.12,,0.25,
17.32,30.5,2.78,7.41,15.43,0.42,6.19,38.25,31.05,64.53,0.28,0.04,220.36,761.23,2024-02-02 12:00:00,6.65,0.12,,0.25,
12.29,21.64,2.99,7.72,13.57,0.42,6.52,39.2,31.16,64.18,0.28,0.04,173.14,760.06,2024-02-02 12:15:00,6.8,0.11,,0.24,
12.29,21.64,2.64,6.39,11.55,0.41,5.53,41.07,31.41,62.72,0.28,0.04,168.26,759.11,2024-02-02 12:30:00,6.91,0.12,,0.23,
12.75,22.57,4.34,8.09,9.32,0.45,7.81,38.16,31.26,64.56,0.22,0.04,206.68,758.18,2024-02-02 12:45:00,7.0,0.12,,0.25,
27.42,42.07,3.01,6.14,7.29,0.4,5.7,43.37,31.31,63.75,0.22,0.04,154.55,757.32,2024-02-02 13:00:00,6.91,0.12,,0.27,0.01
32.56,50.94,2.65,5.89,5.46,0.4,5.27,42.83,31.45,63.53,0.31,0.04,176.63,756.6,2024-02-02 13:15:00,6.92,0.11,,0.23,
32.56,50.94,2.5,5.73,4.19,0.39,5.07,45.69,31.27,63.74,0.37,0.04,145.69,755.31,2024-02-02 13:30:00,7.09,0.12,,0.22,
32.56,50.94,2.43,5.71,3.51,0.39,5.0,47.46,31.49,62.34,0.39,0.04,149.31,754.78,2024-02-02 13:45:00,7.26,0.11,,0.22,
32.35,50.57,3.29,6.27,2.78,0.38,6.0,47.89,31.64,61.86,0.36,0.04,145.15,753.82,2024-02-02 14:00:00,7.79,0.12,,0.21,
27.84,42.62,2.81,6.33,2.6,0.36,5.64,42.98,31.83,61.09,0.37,0.04,160.75,752.97,2024-02-02 14:15:00,7.64,0.12,,0.21,
27.84,42.62,2.52,6.39,2.6,0.39,5.43,28.79,31.51,62.96,0.36,0.04,170.47,752.49,2024-02-02 14:30:00,8.24,0.12,,0.22,
27.84,42.62,2.23,6.23,2.6,0.41,5.11,25.04,31.45,63.42,0.38,0.04,149.35,751.56,2024-02-02 14:45:00,10.27,0.12,,0.29,
27.81,42.56,2.27,6.22,2.6,0.4,5.14,24.87,31.29,63.21,0.37,0.04,146.25,751.27,2024-02-02 15:00:00,11.59,0.12,,0.51,
27.15,41.4,2.32,6.13,2.6,0.38,5.13,26.0,31.3,63.46,0.41,0.04,146.11,751.0,2024-02-02 15:15:00,11.4,0.12,,0.64,
27.15,41.4,2.3,6.26,2.6,0.38,5.19,26.51,31.26,63.84,0.38,0.04,143.48,751.0,2024-02-02 15:30:00,10.25,0.12,,0.7,
27.15,41.4,2.24,6.48,2.6,0.38,5.26,25.58,31.39,62.56,0.43,0.04,149.65,751.0,2024-02-02 15:45:00,9.94,0.12,,0.62,
27.32,41.69,2.28,6.37,2.6,0.37,5.23,31.06,31.57,61.13,0.4,0.04,145.33,751.0,2024-02-02 16:00:00,9.79,0.12,,0.67,
30.93,48.05,2.31,6.24,2.6,0.38,5.18,30.75,31.43,61.87,0.41,0.04,137.19,751.0,2024-02-02 16:15:00,9.46,0.12,,0.65,0.01
30.93,48.05,2.33,6.12,2.66,0.38,5.14,20.62,30.88,69.32,0.45,0.04,153.5,751.0,2024-02-02 16:30:00,9.59,0.12,,0.63,0.01
30.93,48.05,2.31,5.99,3.24,0.38,5.05,17.35,30.52,74.34,0.38,0.04,143.62,751.0,2024-02-02 16:45:00,9.75,0.12,,0.62,0.01
31.19,48.51,2.29,6.15,4.47,0.4,5.12,14.07,30.29,75.31,0.4,0.04,150.13,751.84,2024-02-02 17:00:00,9.52,0.12,,0.62,0.01
36.81,58.41,2.34,6.38,5.06,0.41,5.28,14.64,30.17,75.25,0.37,0.04,147.57,752.2,2024-02-02 17:15:00,9.48,0.12,,0.61,0.01
36.81,58.41,2.6,6.87,6.11,0.52,5.76,24.31,30.02,76.87,0.37,0.04,145.41,752.8,2024-02-02 17:30:00,8.8,0.12,,0.6,0.01
36.81,58.41,2.74,7.37,6.59,0.53,6.14,22.16,29.75,78.91,0.41,0.04,150.94,753.17,2024-02-02 17:45:00,7.97,0.12,,0.58,0.01
37.31,59.29,2.61,7.11,6.56,0.51,5.89,9.59,29.41,82.34,0.38,0.04,149.88,754.34,2024-02-02 18:00:00,8.04,0.11,,0.24,
48.11,78.31,2.53,7.27,6.44,0.52,5.91,8.79,29.1,84.51,0.37,0.04,145.58,755.0,2024-02-02 18:15:00,8.96,0.12,,0.24,
48.11,78.31,2.6,7.19,6.4,0.56,5.93,11.5,28.82,85.85,0.38,0.04,148.48,755.0,2024-02-02 18:30:00,9.93,0.12,,0.54,
48.11,78.31,2.85,7.21,6.22,0.63,6.14,14.73,28.64,86.94,0.38,0.04,149.12,755.32,2024-02-02 18:45:00,8.42,0.13,,0.59,
48.41,78.85,3.68,8.19,6.85,0.73,7.33,13.13,28.42,88.2,0.37,0.04,150.3,755.94,2024-02-02 19:00:00,8.03,0.12,,0.5,
54.99,90.43,4.17,9.0,7.56,0.79,8.16,13.51,28.26,88.7,0.36,0.04,143.76,756.69,2024-02-02 19:15:00,9.01,0.12,,0.24,
54.99,90.43,4.47,8.32,7.38,0.74,8.05,12.71,28.15,89.42,0.3,0.04,135.05,757.3,2024-02-02 19:30:00,10.08,0.12,,0.27,
54.99,90.43,4.13,7.27,6.86,0.78,7.21,12.34,28.01,90.01,0.35,0.04,114.0,757.94,2024-02-02 19:45:00,9.12,0.12,,0.29,
54.38,89.36,5.03,7.32,7.21,0.76,7.98,11.81,27.77,91.07,0.35,0.04,144.94,758.33,2024-02-02 20:00:00,7.8,0.12,,0.33,
41.39,66.48,4.66,8.06,7.36,0.77,8.06,10.44,27.68,91.62,0.27,0.04,106.0,759.1,2024-02-02 20:15:00,7.02,0.12,,0.29,0.01
41.39,66.48,6.31,6.31,7.86,0.82,8.47,8.74,27.54,92.57,0.33,0.04,77.35,759.59,2024-02-02 20:30:00,7.14,0.12,,0.26,
41.39,66.48,6.15,5.56,8.4,0.76,7.95,8.5,27.41,93.43,0.32,0.04,54.33,760.28,2024-02-02 20:45:00,7.44,0.11,,0.24,
41.5,66.67,4.18,6.31,8.34,0.6,6.74,8.54,27.16,94.82,0.26,0.04,45.9,760.96,2024-02-02 21:00:00,7.27,0.12,,0.26,0.01
43.72,70.59,3.52,6.47,8.58,0.56,6.29,8.92,27.01,95.68,0.34,0.04,28.97,761.13,2024-02-02 21:15:00,7.07,0.12,,0.24,
43.72,70.59,3.16,7.08,8.76,0.55,6.32,8.46,26.94,96.01,0.38,0.04,42.34,761.39,2024-02-02 21:30:00,6.92,0.11,,0.23,
43.72,70.59,3.12,7.48,8.91,0.56,6.5,8.11,26.99,95.67,0.34,0.04,51.58,761.0,2024-02-02 21:45:00,6.89,0.12,,0.22,
43.95,70.98,2.91,7.64,8.74,0.59,6.42,8.36,26.92,96.31,0.21,0.04,86.6,761.0,2024-02-02 22:00:00,6.9,0.12,,0.23,
48.79,79.52,3.72,7.34,8.58,0.55,6.92,7.62,26.8,97.5,0.31,0.04,29.36,761.0,2024-02-02 22:15:00,6.6,0.11,,0.23,
48.79,79.52,3.93,6.82,7.86,0.59,6.81,7.77,26.7,98.41,0.39,0.04,36.71,761.0,2024-02-02 22:30:00,6.72,0.12,,0.24,0.01
48.79,79.52,4.01,6.59,7.27,0.56,6.75,7.8,26.72,98.19,0.4,0.04,34.27,761.07,2024-02-02 22:45:00,6.65,0.11,,0.22,
48.91,79.72,3.48,7.6,7.25,0.52,6.86,7.18,26.65,98.75,0.36,0.04,40.18,761.0,2024-02-02 23:00:00,6.41,0.12,,0.22,
51.39,84.1,2.82,8.33,7.05,0.51,6.71,7.03,26.49,,0.3,0.04,1.52,760.88,2024-02-02 23:15:00,6.62,0.12,,0.23,0.01
51.39,84.1,2.56,8.66,6.65,0.53,6.67,7.51,26.41,,0.38,0.04,351.74,760.16,2024-02-02 23:30:00,7.17,0.12,0.01,0.24,0.01
51.39,84.1,2.59,8.55,5.98,0.65,6.65,7.28,26.3,,0.36,0.04,358.81,759.99,2024-02-02 23:45:00,7.85,0.12,,0.24,0.01
51.24,83.83,2.36,7.31,15.96,0.68,5.79,7.26,26.27,,0.04,0.04,309.57,759.69,2024-02-03 00:00:00,7.65,0.11,,0.25,
48.0,78.13,2.46,6.81,14.97,0.75,5.61,7.47,26.27,,0.25,0.04,12.6,759.06,2024-02-03 00:15:00,6.88,0.11,,0.25,
48.0,78.13,2.29,6.46,14.75,0.7,5.29,7.89,26.19,,0.33,0.04,35.06,759.0,2024-02-03 00:30:00,6.28,0.12,,0.24,
48.0,78.13,2.24,6.89,14.86,0.62,5.47,7.45,26.13,,0.36,0.04,19.75,759.0,2024-02-03 00:45:00,5.98,0.12,,0.23,
47.88,77.91,2.3,7.7,14.57,0.54,5.96,6.11,26.03,,0.33,0.04,22.99,758.97,2024-02-03 01:00:00,5.92,0.12,,0.22,
45.2,73.2,2.3,7.68,14.46,0.47,5.94,6.47,26.05,,0.39,0.04,3.94,758.49,2024-02-03 01:15:00,5.86,0.11,,0.21,
45.2,73.2,2.18,6.89,14.77,0.43,5.42,8.0,26.05,,0.26,0.04,51.97,758.01,2024-02-03 01:30:00,5.94,0.11,,0.21,
45.2,73.2,2.14,6.22,14.31,0.4,5.04,9.76,26.16,,0.38,0.04,19.99,758.0,2024-02-03 01:45:00,5.99,0.12,,0.21,
45.09,73.0,2.14,6.27,14.67,0.41,5.06,9.12,25.98,,0.17,0.04,324.97,758.0,2024-02-03 02:00:00,6.0,0.11,,0.2,
42.62,68.64,2.2,6.53,14.38,0.42,5.25,8.53,25.94,,0.27,0.04,328.48,758.0,2024-02-03 02:15:00,5.84,0.11,,0.2,
42.62,68.64,2.23,6.32,13.48,0.4,5.17,8.2,25.97,,0.14,0.04,325.03,758.0,2024-02-03 02:30:00,5.78,0.11,,0.2,
42.62,68.64,2.18,6.05,13.46,0.38,4.98,8.29,25.95,,0.24,0.04,348.56,757.92,2024-02-03 02:45:00,5.81,0.11,,0.2,
42.58,68.58,2.2,5.93,13.55,0.38,4.93,7.55,25.97,,0.32,0.04,37.74,757.56,2024-02-03 03:00:00,5.83,0.11,,0.2,
41.88,67.34,2.22,5.83,13.08,0.39,4.9,6.84,25.91,,0.34,0.04,21.06,757.18,2024-02-03 03:15:00,5.7,0.11,,0.2,
41.88,67.34,2.35,5.87,13.09,0.39,5.02,6.61,25.91,,0.35,0.04,8.91,757.74,2024-02-03 03:30:00,5.78,0.12,,0.21,
41.88,67.34,2.64,6.59,13.26,0.42,5.64,5.12,25.74,,0.33,0.04,25.89,757.97,2024-02-03 03:45:00,6.34,0.12,,0.21,
41.54,66.75,2.45,6.73,12.51,0.38,5.55,5.11,25.64,,0.33,0.04,16.22,758.0,2024-02-03 04:00:00,6.76,0.12,,0.23,
34.4,54.17,2.86,7.19,13.08,0.4,6.14,3.74,25.49,,0.37,0.04,18.66,758.0,2024-02-03 04:15:00,6.47,0.12,,0.25,
34.4,54.17,3.07,7.67,13.22,0.38,6.56,3.09,25.58,,0.37,0.04,78.33,758.1,2024-02-03 04:30:00,6.0,0.11,,0.24,
34.4,54.17,3.28,7.99,12.95,0.39,6.91,2.63,25.6,,0.37,0.04,11.81,758.26,2024-02-03 04:45:00,5.57,0.11,,0.23,
34.32,54.02,4.78,6.35,12.83,0.41,7.25,2.15,25.53,,0.37,0.04,22.22,759.02,2024-02-03 05:00:00,5.26,0.11,,0.22,
32.57,50.94,5.51,4.61,12.83,0.39,6.92,1.88,25.51,,0.34,0.04,358.41,759.31,2024-02-03 05:15:00,5.18,0.11,,0.21,
32.57,50.94,4.27,5.35,13.04,0.44,6.31,3.19,25.61,,0.26,0.04,357.36,759.94,2024-02-03 05:30:00,5.29,0.12,,0.23,
32.57,50.94,4.21,5.9,12.84,0.55,6.54,4.04,25.63,,0.37,0.04,62.52,760.69,2024-02-03 05:45:00,5.46,0.11,,0.22,
33.11,51.89,7.04,3.5,12.32,0.71,7.57,4.44,25.65,,0.01,0.04,99.06,761.07,2024-02-03 06:00:00,5.48,0.11,,0.23,
44.68,72.27,9.48,1.49,11.71,0.72,8.49,5.05,25.63,,0.37,0.04,53.9,761.86,2024-02-03 06:15:00,5.4,0.12,,0.24,
44.68,72.27,4.79,5.48,11.43,0.67,6.79,1.54,25.63,,0.33,0.03,39.11,762.48,2024-02-03 06:30:00,5.62,0.12,,0.26,0.01
44.68,72.27,3.9,6.52,11.08,0.67,6.62,2.33,25.66,,0.4,0.04,23.21,763.6,2024-02-03 06:45:00,6.01,0.12,,0.27,0.01
44.59,72.12,9.93,4.0,11.08,0.73,10.19,2.76,25.72,,0.21,0.04,283.6,764.28,2024-02-03 07:00:00,6.23,0.12,,0.58,0.01
42.8,68.96,11.62,1.29,12.06,0.83,10.12,2.17,25.87,,0.12,0.04,13.09,765.0,2024-02-03 07:15:00,5.9,0.12,,0.61,0.01
42.8,68.96,10.9,2.11,13.4,0.95,9.97,4.61,26.19,,0.37,0.04,38.16,765.78,2024-02-03 07:30:00,5.85,0.12,,0.49,0.01
42.8,68.96,11.63,1.72,15.22,0.95,10.36,3.29,26.21,,0.4,0.04,33.06,766.33,2024-02-03 07:45:00,5.48,0.13,,0.52,0.01
44.1,71.25,11.06,2.53,17.4,1.22,10.33,4.66,26.44,,0.23,0.04,32.0,767.22,2024-02-03 08:00:00,6.18,0.12,,0.27,0.01
72.07,120.51,8.04,6.0,19.15,1.07,9.72,6.15,26.68,,0.35,0.04,38.39,768.07,2024-02-03 08:15:00,6.7,0.12,,0.31,0.01
72.07,120.51,7.12,5.19,19.77,0.91,8.54,8.48,26.95,99.92,0.23,0.04,78.48,768.99,2024-02-03 08:30:00,7.0,0.12,,0.48,0.01
72.07,120.51,4.64,5.77,20.76,0.62,6.83,11.75,27.21,98.28,0.17,0.04,93.17,769.26,2024-02-03 08:45:00,6.57,0.11,,0.46,0.01
71.36,119.27,3.74,5.07,21.43,0.54,5.72,13.2,27.4,97.0,0.24,0.04,135.62,769.98,2024-02-03 09:00:00,6.18,0.13,,0.41,0.01
56.22,92.6,3.34,5.05,21.76,0.63,5.4,11.49,27.62,95.71,0.34,0.04,141.11,770.58,2024-02-03 09:15:00,5.82,0.12,,0.3,
56.22,92.6,2.65,5.36,22.27,0.61,5.0,6.67,28.22,91.45,0.27,0.04,137.12,770.91,2024-02-03 09:30:00,6.11,0.11,,0.26,
56.22,92.6,2.41,5.82,21.8,0.53,5.05,9.19,28.62,88.53,0.25,0.04,79.92,770.93,2024-02-03 09:45:00,6.58,0.12,,0.32,
55.41,91.17,2.58,8.24,21.58,0.5,6.47,15.78,29.14,84.48,0.32,0.04,130.95,770.51,2024-02-03 10:00:00,6.99,0.12,,0.61,
37.98,60.48,2.7,6.27,20.71,0.47,5.52,17.78,29.17,83.82,0.24,0.04,65.74,770.13,2024-02-03 10:15:00,6.75,0.12,,0.57,
37.98,60.48,2.39,6.12,19.73,0.46,5.18,11.94,29.73,78.35,0.26,0.04,116.43,769.63,2024-02-03 10:30:00,6.72,0.12,,0.4,
37.98,60.48,2.34,6.2,19.06,0.46,5.19,12.99,30.19,76.3,0.24,0.04,119.29,769.0,2024-02-03 10:45:00,7.79,0.12,,0.27,
37.64,59.88,2.28,6.14,18.66,0.44,5.11,12.63,29.94,76.4,0.39,0.04,145.58,768.64,2024-02-03 11:00:00,7.86,0.12,,0.55,
30.35,47.04,2.22,6.04,18.63,0.41,5.0,15.07,29.77,77.13,0.24,0.04,162.0,767.79,2024-02-03 11:15:00,7.52,0.12,,0.55,
30.35,47.04,2.18,5.99,18.8,0.4,4.95,16.77,30.04,74.34,0.31,0.04,137.66,766.7,2024-02-03 11:30:00,7.19,0.12,,0.55,
30.35,47.04,2.16,5.78,18.97,0.39,4.81,17.57,30.45,71.63,0.21,0.04,159.56,766.07,2024-02-03 11:45:00,7.11,0.12,,0.54,
30.25,46.87,2.17,5.82,18.87,0.38,4.85,17.44,30.81,69.33,0.35,0.04,159.02,765.58,2024-02-03 12:00:00,7.64,0.12,,0.54,
28.17,43.19,2.07,5.97,19.82,0.4,4.85,17.56,30.53,69.55,0.33,0.04,128.46,764.62,2024-02-03 12:15:00,8.39,0.12,,0.55,
28.17,43.19,2.04,5.96,21.0,0.41,4.82,16.92,30.77,67.87,0.31,0.04,140.41,763.74,2024-02-03 12:30:00,9.62,0.12,,0.55,
28.17,43.19,2.18,5.65,21.08,0.4,4.77,31.73,31.13,65.7,0.2,0.04,172.46,762.31,2024-02-03 12:45:00,10.93,0.12,,0.58,
27.94,42.8,2.19,5.28,21.15,0.37,4.57,41.33,31.31,63.69,0.37,0.04,159.52,761.31,2024-02-03 13:00:00,10.09,0.12,,0.65,
23.25,34.53,2.28,5.26,21.02,0.37,4.64,44.1,31.08,64.81,0.24,0.04,141.15,760.02,2024-02-03 13:15:00,9.33,0.12,,0.42,
23.25,34.53,2.25,5.2,21.35,0.38,4.58,44.83,31.38,64.0,0.41,0.04,150.29,759.13,2024-02-03 13:30:00,9.36,0.11,,0.21,
23.25,34.53,2.28,5.25,21.17,0.37,4.64,46.06,31.45,63.81,0.14,0.04,178.98,758.07,2024-02-03 13:45:00,9.47,0.11,,0.22,
23.5,34.97,2.26,5.4,20.76,0.38,4.7,46.12,31.52,63.27,0.25,0.04,156.62,757.04,2024-02-03 14:00:00,9.62,0.11,,0.22,
28.77,44.26,2.32,5.24,19.93,0.38,4.67,46.14,31.79,61.52,0.25,0.04,142.65,756.18,2024-02-03 14:15:00,9.46,0.11,,0.22,
28.77,44.26,2.26,5.29,19.19,0.39,4.64,44.31,31.48,64.36,0.42,0.04,140.27,755.12,2024-02-03 14:30:00,9.26,0.11,,0.22,
28.77,44.26,2.25,5.19,17.74,0.41,4.58,42.28,31.59,64.2,0.23,0.04,114.62,755.01,2024-02-03 14:45:00,9.21,0.11,,0.22,
29.15,44.93,2.26,5.0,16.15,0.38,4.48,44.69,31.52,62.81,0.38,0.04,147.52,754.86,2024-02-03 15:00:00,9.28,0.11,,0.22,
37.34,59.34,2.2,5.08,14.35,0.37,4.48,44.2,31.43,63.63,0.36,0.04,162.57,754.14,2024-02-03 15:15:00,9.29,0.12,,0.21,
37.34,59.34,2.34,5.4,13.12,0.39,4.77,41.52,31.61,62.6,0.37,0.04,129.22,754.0,2024-02-03 15:30:00,9.05,0.12,,0.22,
37.34,59.34,2.3,5.21,12.35,0.38,4.63,43.23,31.42,62.59,0.36,0.04,135.98,754.0,2024-02-03 15:45:00,8.99,0.11,,0.22,
37.15,59.02,2.25,5.28,11.23,0.4,4.62,42.39,31.2,65.29,0.44,0.04,150.78,754.0,2024-02-03 16:00:00,8.89,0.12,,0.23,
33.24,52.13,2.29,5.82,10.58,0.42,4.94,40.15,30.98,67.0,0.42,0.04,154.91,754.37,2024-02-03 16:15:00,8.3,0.12,0.01,0.25,0.01
33.24,52.13,2.31,6.14,10.49,0.42,5.13,37.85,30.79,68.6,0.43,0.04,155.32,754.89,2024-02-03 16:30:00,8.75,0.12,,0.23,
33.24,52.13,2.25,5.99,10.77,0.44,5.0,36.59,30.64,69.1,0.42,0.04,150.39,755.0,2024-02-03 16:45:00,10.94,0.12,,0.23,
33.32,52.27,2.3,6.01,10.19,0.42,5.06,34.39,30.44,70.84,0.38,0.04,138.77,755.06,2024-02-03 17:00:00,11.73,0.12,,0.25,
34.97,55.17,2.39,6.62,10.31,0.41,5.45,29.63,30.21,72.9,0.4,0.04,152.74,755.57,2024-02-03 17:15:00,10.14,0.12,0.01,0.27,
34.97,55.17,2.34,6.66,9.53,0.4,5.44,27.17,29.92,74.43,0.43,0.04,155.57,756.38,2024-02-03 17:30:00,8.82,0.12,0.01,0.28,0.01
34.97,55.17,2.38,7.35,8.98,0.48,5.83,24.38,29.76,75.78,0.41,0.04,146.98,757.09,2024-02-03 17:45:00,8.31,0.12,0.02,0.27,0.01
35.66,56.39,2.55,8.22,8.86,0.55,6.43,20.51,29.58,76.94,0.41,0.04,148.58,757.99,2024-02-03 18:00:00,8.21,0.11,0.01,0.25,
50.47,82.48,2.8,8.89,8.98,0.57,7.0,19.32,29.42,77.66,0.43,0.04,154.19,758.24,2024-02-03 18:15:00,8.31,0.11,0.01,0.26,0.01
50.47,82.48,2.88,8.96,8.7,0.62,7.1,17.92,29.26,78.84,0.36,0.04,146.39,759.06,2024-02-03 18:30:00,8.37,0.12,0.01,0.25,0.01
50.47,82.48,3.16,10.28,8.91,0.83,8.03,15.55,29.11,80.15,0.42,0.04,152.16,759.62,2024-02-03 18:45:00,8.5,0.12,0.01,0.25,0.01
50.37,82.29,3.68,11.73,9.56,0.84,9.22,12.24,28.97,81.54,0.41,0.04,151.63,760.58,2024-02-03 19:00:00,8.45,0.12,0.01,0.25,0.01
